Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),SR (W/mt2),BP (mmHg),AQI,AQI_Category,City
2025-08-20 03:00:00,10.57,10.85,0.535,5.35,3.2275,2.595,0.0325,0.3325,5.905,4.9575,10.2425,24.0225,92.9725,0.8525,270.77,0.0,,17.6,Good,Thane
2024-06-08 08:00:00,10.6775,16.4175,2.2375,7.4875,5.705,12.245,3.815,0.345,13.205,0.46848837,4.4368606,24.73,75.93,0.42,170.88,56.35,,17.8,Good,Thane
2024-09-08 10:00:00,,,0.635,7.1925,4.0675,8.9025,12.5075,0.08,17.75,5.445,94.1275,31.19,59.9025,4.14,277.335,350.575,,17.8,Good,Thane
2025-08-18 16:00:00,6.8425,11.1025,3.19,10.0725,7.825,20.1075,0.135,0.355,5.8325,4.925,10.215,23.7675,93.1775,0.76,269.8625,0.725,,17.8,Good,Thane
2025-08-16 23:00:00,8.56,9.0275,0.7625,8.425,5.0125,17.4775,0.01,0.3575,6.015,5.005,10.105,23.5725,93.165,0.76,152.79,0.0,,17.9,Good,Thane
2025-08-21 02:00:00,6.425,17.985,0.4025,4.38,2.61,3.065,0.5,0.3,6.1,5.0425,10.08,25.0375,89.835,0.88,239.9725,0.0,,18.0,Good,Thane
2025-06-16 02:00:00,10.877692,13.857693,0.7475,7.4175,4.475,9.4,,0.35,12.945,1.215,9.8325,25.3275,93.16,0.7225,162.775,0.0,,18.1,Good,Thane
2023-08-22 12:00:00,7.8,18.25,6.435,13.9325,12.4375,12.3675,0.2225,0.22,13.3075,1.06,11.9425,29.9475,82.065,0.3275,230.2,198.15,,18.2,Good,Thane
2025-08-19 23:00:00,8.835,18.21,0.8275,6.0925,3.8475,0.4275,0.0325,0.3125,6.06,5.0275,10.225,24.87,90.4675,1.035,266.1075,0.0,,18.2,Good,Thane
2025-08-19 10:00:00,5.19,6.91,1.425,6.94,4.7675,11.0975,0.24625,0.3675,5.2375,4.6625,9.9175,24.2225,93.1275,0.7625,304.9275,0.0,,18.4,Good,Thane
2025-08-20 09:00:00,7.99,8.08,1.07,5.105,3.5275,4.49,0.1275,0.3675,6.095,5.0425,10.125,24.51,91.9475,0.7675,257.6675,12.55,,18.4,Good,Thane
2023-08-22 11:00:00,11.1175,18.18,5.6575,14.005,11.85,12.0675,0.41,0.18,12.43,1.225,10.8525,30.52,81.2075,0.49,246.6575,86.1,,18.5,Good,Thane
2025-08-19 22:00:00,7.2075,18.14,0.7525,5.8775,3.675,0.235,0.0275,0.37,5.89,4.95,10.0875,24.2825,92.7225,0.9125,269.1125,0.0,,18.5,Good,Thane
2024-09-15 11:00:00,,,4.5325,11.7975,9.7975,10.4025,7.795,0.1725,18.59,1.86,61.92,26.1425,78.1425,2.34,223.405,145.025,,18.6,Good,Thane
2023-09-04 01:00:00,25.12787,78.090836,2.504537,17.690649,11.2497225,11.902685,0.95166665,0.36703703,10.093611,2.2672222,9.484537,,,,,,,78.5,Satisfactory,Thane
